pair_id,n_pairs,c_type,v_type,grammatical,ungrammatical,ungram_source,alignment,embed,NP1,NP1_anim,NP1_number,NP1_type,NP2,NP2_anim,NP2_number,NP2_type,V1,V1_lemma,V1_class,V1_tense,V2,V2_lemma,V2_class,v2_object,crit_tokens,source,notes,full_paradigm,bigram_confound,sentence_length_grammatical,n_tokens_grammatical,n_tokens_ungrammatical,crit_token_positions,grammatical_logprob,ungrammatical_logprob,logprob_diff,V2_surface,NP3,NP3_anim,NP3_number,NP3_type,V3,V3_surface,V3_class,NP4,NP4_anim,NP4_number,NP4_type,V3_lemma,V4,V4_lemma,V4_class,V4_surface
4np_t1_002_A,4,1,A,Ze begrijpen dat de vader Marie de vrouw de kinderen hoort laten zien dansen.,Ze begrijpen dat de vader Marie de vrouw de kinderen dansen zien laten hoort.,verb_order,False,Ze begrijpen dat,de vader,animate,sg,common,Marie,animate,sg,proper,hoort,horen,perception,present,laten,,causative,,"[""hoort"", ""laten"", ""zien"", ""dansen""]",generated,,False,,14,,,,,,,laten,de vrouw,animate,sg,common,zien,zien,perception,de kinderen,animate,pl,common,,dansen,,activity,dansen
4np_t1_002_D1,4,1,D1,Ze begrijpen dat de vader Marie de vrouw de kinderen hoort laten zien dansen.,Ze begrijpen dat de vader Marie de vrouw de kinderen hoort laten dansen zien.,verb_order_partial,False,Ze begrijpen dat,de vader,animate,sg,common,Marie,animate,sg,proper,hoort,horen,perception,present,laten,,causative,,"[""zien"", ""dansen""]",generated,Partial verb permutation V1V2V4V3: final pair swapped. NP1-V1 and NP2-V2 preserved. NP3-V3 and NP4-V4 disrupted.,False,,14,,,,,,,laten,de vrouw,animate,sg,common,zien,zien,perception,de kinderen,animate,pl,common,,dansen,,activity,dansen
4np_t1_002_D2,4,1,D2,Ze begrijpen dat de vader Marie de vrouw de kinderen hoort laten zien dansen.,Ze begrijpen dat de vader Marie de vrouw de kinderen hoort zien laten dansen.,verb_order_partial,False,Ze begrijpen dat,de vader,animate,sg,common,Marie,animate,sg,proper,hoort,horen,perception,present,laten,,causative,,"[""laten"", ""zien""]",generated,Partial verb permutation V1V3V2V4: middle pair swapped. NP1-V1 and NP4-V4 preserved. NP2-V2 and NP3-V3 disrupted.,False,,14,,,,,,,laten,de vrouw,animate,sg,common,zien,zien,perception,de kinderen,animate,pl,common,,dansen,,activity,dansen
4np_t1_002_D3,4,1,D3,Ze begrijpen dat de vader Marie de vrouw de kinderen hoort laten zien dansen.,Ze begrijpen dat de vader Marie de vrouw de kinderen laten hoort zien dansen.,verb_order_partial,False,Ze begrijpen dat,de vader,animate,sg,common,Marie,animate,sg,proper,hoort,horen,perception,present,laten,,causative,,"[""hoort"", ""laten""]",generated,"Partial verb permutation V2V1V3V4: first pair swapped. NP3-V3 and NP4-V4 preserved. NP1-V1 and NP2-V2 disrupted. Confound: V1 is finite; in D3 it appears where an infinitive is expected, adding a morphosyntactic anomaly alongside the word-order violation. Note this in analysis.",False,,14,,,,,,,laten,de vrouw,animate,sg,common,zien,zien,perception,de kinderen,animate,pl,common,,dansen,,activity,dansen
4np_t1_003_A,4,1,A,Ik weet dat de leraar Marie de ouders de man hoort laten zien lachen.,Ik weet dat de leraar Marie de ouders de man lachen zien laten hoort.,verb_order,False,Ik weet dat,de leraar,animate,sg,common,Marie,animate,sg,proper,hoort,horen,perception,present,laten,,causative,,"[""hoort"", ""laten"", ""zien"", ""lachen""]",generated,,False,,14,,,,,,,laten,de ouders,animate,pl,common,zien,zien,perception,de man,animate,sg,common,,lachen,,expression,lachen
4np_t1_003_D1,4,1,D1,Ik weet dat de leraar Marie de ouders de man hoort laten zien lachen.,Ik weet dat de leraar Marie de ouders de man hoort laten lachen zien.,verb_order_partial,False,Ik weet dat,de leraar,animate,sg,common,Marie,animate,sg,proper,hoort,horen,perception,present,laten,,causative,,"[""zien"", ""lachen""]",generated,Partial verb permutation V1V2V4V3: final pair swapped. NP1-V1 and NP2-V2 preserved. NP3-V3 and NP4-V4 disrupted.,False,,14,,,,,,,laten,de ouders,animate,pl,common,zien,zien,perception,de man,animate,sg,common,,lachen,,expression,lachen
4np_t1_003_D2,4,1,D2,Ik weet dat de leraar Marie de ouders de man hoort laten zien lachen.,Ik weet dat de leraar Marie de ouders de man hoort zien laten lachen.,verb_order_partial,False,Ik weet dat,de leraar,animate,sg,common,Marie,animate,sg,proper,hoort,horen,perception,present,laten,,causative,,"[""laten"", ""zien""]",generated,Partial verb permutation V1V3V2V4: middle pair swapped. NP1-V1 and NP4-V4 preserved. NP2-V2 and NP3-V3 disrupted.,False,,14,,,,,,,laten,de ouders,animate,pl,common,zien,zien,perception,de man,animate,sg,common,,lachen,,expression,lachen
4np_t1_003_D3,4,1,D3,Ik weet dat de leraar Marie de ouders de man hoort laten zien lachen.,Ik weet dat de leraar Marie de ouders de man laten hoort zien lachen.,verb_order_partial,False,Ik weet dat,de leraar,animate,sg,common,Marie,animate,sg,proper,hoort,horen,perception,present,laten,,causative,,"[""hoort"", ""laten""]",generated,"Partial verb permutation V2V1V3V4: first pair swapped. NP3-V3 and NP4-V4 preserved. NP1-V1 and NP2-V2 disrupted. Confound: V1 is finite; in D3 it appears where an infinitive is expected, adding a morphosyntactic anomaly alongside the word-order violation. Note this in analysis.",False,,14,,,,,,,laten,de ouders,animate,pl,common,zien,zien,perception,de man,animate,sg,common,,lachen,,expression,lachen
4np_t1_004_A,4,1,A,Ik weet dat de rechter Piet de leraren de man ziet laten horen zingen.,Ik weet dat de rechter Piet de leraren de man zingen horen laten ziet.,verb_order,False,Ik weet dat,de rechter,animate,sg,common,Piet,animate,sg,proper,ziet,zien,perception,present,laten,,causative,,"[""ziet"", ""laten"", ""horen"", ""zingen""]",generated,,False,,14,,,,,,,laten,de leraren,animate,pl,common,horen,horen,perception,de man,animate,sg,common,,zingen,,expression,zingen
4np_t1_004_D1,4,1,D1,Ik weet dat de rechter Piet de leraren de man ziet laten horen zingen.,Ik weet dat de rechter Piet de leraren de man ziet laten zingen horen.,verb_order_partial,False,Ik weet dat,de rechter,animate,sg,common,Piet,animate,sg,proper,ziet,zien,perception,present,laten,,causative,,"[""horen"", ""zingen""]",generated,Partial verb permutation V1V2V4V3: final pair swapped. NP1-V1 and NP2-V2 preserved. NP3-V3 and NP4-V4 disrupted.,False,,14,,,,,,,laten,de leraren,animate,pl,common,horen,horen,perception,de man,animate,sg,common,,zingen,,expression,zingen
4np_t1_004_D2,4,1,D2,Ik weet dat de rechter Piet de leraren de man ziet laten horen zingen.,Ik weet dat de rechter Piet de leraren de man ziet horen laten zingen.,verb_order_partial,False,Ik weet dat,de rechter,animate,sg,common,Piet,animate,sg,proper,ziet,zien,perception,present,laten,,causative,,"[""laten"", ""horen""]",generated,Partial verb permutation V1V3V2V4: middle pair swapped. NP1-V1 and NP4-V4 preserved. NP2-V2 and NP3-V3 disrupted.,False,,14,,,,,,,laten,de leraren,animate,pl,common,horen,horen,perception,de man,animate,sg,common,,zingen,,expression,zingen
4np_t1_004_D3,4,1,D3,Ik weet dat de rechter Piet de leraren de man ziet laten horen zingen.,Ik weet dat de rechter Piet de leraren de man laten ziet horen zingen.,verb_order_partial,False,Ik weet dat,de rechter,animate,sg,common,Piet,animate,sg,proper,ziet,zien,perception,present,laten,,causative,,"[""ziet"", ""laten""]",generated,"Partial verb permutation V2V1V3V4: first pair swapped. NP3-V3 and NP4-V4 preserved. NP1-V1 and NP2-V2 disrupted. Confound: V1 is finite; in D3 it appears where an infinitive is expected, adding a morphosyntactic anomaly alongside the word-order violation. Note this in analysis.",False,,14,,,,,,,laten,de leraren,animate,pl,common,horen,horen,perception,de man,animate,sg,common,,zingen,,expression,zingen
4np_t1_005_A,4,1,A,Hij verwacht dat Marie de studenten Jan de leraren hoort laten zien rennen.,Hij verwacht dat Marie de studenten Jan de leraren rennen zien laten hoort.,verb_order,False,Hij verwacht dat,Marie,animate,sg,proper,de studenten,animate,pl,common,hoort,horen,perception,present,laten,,causative,,"[""hoort"", ""laten"", ""zien"", ""rennen""]",generated,,False,,13,,,,,,,laten,Jan,animate,sg,proper,zien,zien,perception,de leraren,animate,pl,common,,rennen,,motion,rennen
4np_t1_005_D1,4,1,D1,Hij verwacht dat Marie de studenten Jan de leraren hoort laten zien rennen.,Hij verwacht dat Marie de studenten Jan de leraren hoort laten rennen zien.,verb_order_partial,False,Hij verwacht dat,Marie,animate,sg,proper,de studenten,animate,pl,common,hoort,horen,perception,present,laten,,causative,,"[""zien"", ""rennen""]",generated,Partial verb permutation V1V2V4V3: final pair swapped. NP1-V1 and NP2-V2 preserved. NP3-V3 and NP4-V4 disrupted.,False,,13,,,,,,,laten,Jan,animate,sg,proper,zien,zien,perception,de leraren,animate,pl,common,,rennen,,motion,rennen
4np_t1_005_D2,4,1,D2,Hij verwacht dat Marie de studenten Jan de leraren hoort laten zien rennen.,Hij verwacht dat Marie de studenten Jan de leraren hoort zien laten rennen.,verb_order_partial,False,Hij verwacht dat,Marie,animate,sg,proper,de studenten,animate,pl,common,hoort,horen,perception,present,laten,,causative,,"[""laten"", ""zien""]",generated,Partial verb permutation V1V3V2V4: middle pair swapped. NP1-V1 and NP4-V4 preserved. NP2-V2 and NP3-V3 disrupted.,False,,13,,,,,,,laten,Jan,animate,sg,proper,zien,zien,perception,de leraren,animate,pl,common,,rennen,,motion,rennen
4np_t1_005_D3,4,1,D3,Hij verwacht dat Marie de studenten Jan de leraren hoort laten zien rennen.,Hij verwacht dat Marie de studenten Jan de leraren laten hoort zien rennen.,verb_order_partial,False,Hij verwacht dat,Marie,animate,sg,proper,de studenten,animate,pl,common,hoort,horen,perception,present,laten,,causative,,"[""hoort"", ""laten""]",generated,"Partial verb permutation V2V1V3V4: first pair swapped. NP3-V3 and NP4-V4 preserved. NP1-V1 and NP2-V2 disrupted. Confound: V1 is finite; in D3 it appears where an infinitive is expected, adding a morphosyntactic anomaly alongside the word-order violation. Note this in analysis.",False,,13,,,,,,,laten,Jan,animate,sg,proper,zien,zien,perception,de leraren,animate,pl,common,,rennen,,motion,rennen
4np_t1_006_A,4,1,A,Hij gelooft dat de danser Piet de ouders de man ziet laten horen dansen.,Hij gelooft dat de danser Piet de ouders de man dansen horen laten ziet.,verb_order,False,Hij gelooft dat,de danser,animate,sg,common,Piet,animate,sg,proper,ziet,zien,perception,present,laten,,causative,,"[""ziet"", ""laten"", ""horen"", ""dansen""]",generated,,False,,14,,,,,,,laten,de ouders,animate,pl,common,horen,horen,perception,de man,animate,sg,common,,dansen,,activity,dansen
4np_t1_006_D1,4,1,D1,Hij gelooft dat de danser Piet de ouders de man ziet laten horen dansen.,Hij gelooft dat de danser Piet de ouders de man ziet laten dansen horen.,verb_order_partial,False,Hij gelooft dat,de danser,animate,sg,common,Piet,animate,sg,proper,ziet,zien,perception,present,laten,,causative,,"[""horen"", ""dansen""]",generated,Partial verb permutation V1V2V4V3: final pair swapped. NP1-V1 and NP2-V2 preserved. NP3-V3 and NP4-V4 disrupted.,False,,14,,,,,,,laten,de ouders,animate,pl,common,horen,horen,perception,de man,animate,sg,common,,dansen,,activity,dansen
4np_t1_006_D2,4,1,D2,Hij gelooft dat de danser Piet de ouders de man ziet laten horen dansen.,Hij gelooft dat de danser Piet de ouders de man ziet horen laten dansen.,verb_order_partial,False,Hij gelooft dat,de danser,animate,sg,common,Piet,animate,sg,proper,ziet,zien,perception,present,laten,,causative,,"[""laten"", ""horen""]",generated,Partial verb permutation V1V3V2V4: middle pair swapped. NP1-V1 and NP4-V4 preserved. NP2-V2 and NP3-V3 disrupted.,False,,14,,,,,,,laten,de ouders,animate,pl,common,horen,horen,perception,de man,animate,sg,common,,dansen,,activity,dansen
4np_t1_006_D3,4,1,D3,Hij gelooft dat de danser Piet de ouders de man ziet laten horen dansen.,Hij gelooft dat de danser Piet de ouders de man laten ziet horen dansen.,verb_order_partial,False,Hij gelooft dat,de danser,animate,sg,common,Piet,animate,sg,proper,ziet,zien,perception,present,laten,,causative,,"[""ziet"", ""laten""]",generated,"Partial verb permutation V2V1V3V4: first pair swapped. NP3-V3 and NP4-V4 preserved. NP1-V1 and NP2-V2 disrupted. Confound: V1 is finite; in D3 it appears where an infinitive is expected, adding a morphosyntactic anomaly alongside the word-order violation. Note this in analysis.",False,,14,,,,,,,laten,de ouders,animate,pl,common,horen,horen,perception,de man,animate,sg,common,,dansen,,activity,dansen
4np_t1_007_A,4,1,A,Ze weten dat de vrienden Jan de studenten de vrouw horen laten zien zwemmen.,Ze weten dat de vrienden Jan de studenten de vrouw zwemmen zien laten horen.,verb_order,False,Ze weten dat,de vrienden,animate,pl,common,Jan,animate,sg,proper,horen,horen,perception,present,laten,,causative,,"[""horen"", ""laten"", ""zien"", ""zwemmen""]",generated,,False,,14,,,,,,,laten,de studenten,animate,pl,common,zien,zien,perception,de vrouw,animate,sg,common,,zwemmen,,motion,zwemmen
4np_t1_007_D1,4,1,D1,Ze weten dat de vrienden Jan de studenten de vrouw horen laten zien zwemmen.,Ze weten dat de vrienden Jan de studenten de vrouw horen laten zwemmen zien.,verb_order_partial,False,Ze weten dat,de vrienden,animate,pl,common,Jan,animate,sg,proper,horen,horen,perception,present,laten,,causative,,"[""zien"", ""zwemmen""]",generated,Partial verb permutation V1V2V4V3: final pair swapped. NP1-V1 and NP2-V2 preserved. NP3-V3 and NP4-V4 disrupted.,False,,14,,,,,,,laten,de studenten,animate,pl,common,zien,zien,perception,de vrouw,animate,sg,common,,zwemmen,,motion,zwemmen
4np_t1_007_D2,4,1,D2,Ze weten dat de vrienden Jan de studenten de vrouw horen laten zien zwemmen.,Ze weten dat de vrienden Jan de studenten de vrouw horen zien laten zwemmen.,verb_order_partial,False,Ze weten dat,de vrienden,animate,pl,common,Jan,animate,sg,proper,horen,horen,perception,present,laten,,causative,,"[""laten"", ""zien""]",generated,Partial verb permutation V1V3V2V4: middle pair swapped. NP1-V1 and NP4-V4 preserved. NP2-V2 and NP3-V3 disrupted.,False,,14,,,,,,,laten,de studenten,animate,pl,common,zien,zien,perception,de vrouw,animate,sg,common,,zwemmen,,motion,zwemmen
4np_t1_007_D3,4,1,D3,Ze weten dat de vrienden Jan de studenten de vrouw horen laten zien zwemmen.,Ze weten dat de vrienden Jan de studenten de vrouw laten horen zien zwemmen.,verb_order_partial,False,Ze weten dat,de vrienden,animate,pl,common,Jan,animate,sg,proper,horen,horen,perception,present,laten,,causative,,"[""horen"", ""laten""]",generated,"Partial verb permutation V2V1V3V4: first pair swapped. NP3-V3 and NP4-V4 preserved. NP1-V1 and NP2-V2 disrupted. Confound: V1 is finite; in D3 it appears where an infinitive is expected, adding a morphosyntactic anomaly alongside the word-order violation. Note this in analysis.",False,,14,,,,,,,laten,de studenten,animate,pl,common,zien,zien,perception,de vrouw,animate,sg,common,,zwemmen,,motion,zwemmen
4np_t1_008_A,4,1,A,Hij gelooft dat de kinderen Piet de man de vrouw horen laten zien lopen.,Hij gelooft dat de kinderen Piet de man de vrouw lopen zien laten horen.,verb_order,False,Hij gelooft dat,de kinderen,animate,pl,common,Piet,animate,sg,proper,horen,horen,perception,present,laten,,causative,,"[""horen"", ""laten"", ""zien"", ""lopen""]",generated,,False,,14,,,,,,,laten,de man,animate,sg,common,zien,zien,perception,de vrouw,animate,sg,common,,lopen,,motion,lopen
4np_t1_008_D1,4,1,D1,Hij gelooft dat de kinderen Piet de man de vrouw horen laten zien lopen.,Hij gelooft dat de kinderen Piet de man de vrouw horen laten lopen zien.,verb_order_partial,False,Hij gelooft dat,de kinderen,animate,pl,common,Piet,animate,sg,proper,horen,horen,perception,present,laten,,causative,,"[""zien"", ""lopen""]",generated,Partial verb permutation V1V2V4V3: final pair swapped. NP1-V1 and NP2-V2 preserved. NP3-V3 and NP4-V4 disrupted.,False,,14,,,,,,,laten,de man,animate,sg,common,zien,zien,perception,de vrouw,animate,sg,common,,lopen,,motion,lopen
4np_t1_008_D2,4,1,D2,Hij gelooft dat de kinderen Piet de man de vrouw horen laten zien lopen.,Hij gelooft dat de kinderen Piet de man de vrouw horen zien laten lopen.,verb_order_partial,False,Hij gelooft dat,de kinderen,animate,pl,common,Piet,animate,sg,proper,horen,horen,perception,present,laten,,causative,,"[""laten"", ""zien""]",generated,Partial verb permutation V1V3V2V4: middle pair swapped. NP1-V1 and NP4-V4 preserved. NP2-V2 and NP3-V3 disrupted.,False,,14,,,,,,,laten,de man,animate,sg,common,zien,zien,perception,de vrouw,animate,sg,common,,lopen,,motion,lopen
4np_t1_008_D3,4,1,D3,Hij gelooft dat de kinderen Piet de man de vrouw horen laten zien lopen.,Hij gelooft dat de kinderen Piet de man de vrouw laten horen zien lopen.,verb_order_partial,False,Hij gelooft dat,de kinderen,animate,pl,common,Piet,animate,sg,proper,horen,horen,perception,present,laten,,causative,,"[""horen"", ""laten""]",generated,"Partial verb permutation V2V1V3V4: first pair swapped. NP3-V3 and NP4-V4 preserved. NP1-V1 and NP2-V2 disrupted. Confound: V1 is finite; in D3 it appears where an infinitive is expected, adding a morphosyntactic anomaly alongside the word-order violation. Note this in analysis.",False,,14,,,,,,,laten,de man,animate,sg,common,zien,zien,perception,de vrouw,animate,sg,common,,lopen,,motion,lopen
4np_t1_009_A,4,1,A,Hij weet dat Piet de kinderen Jan de studenten hoort laten zien springen.,Hij weet dat Piet de kinderen Jan de studenten springen zien laten hoort.,verb_order,False,Hij weet dat,Piet,animate,sg,proper,de kinderen,animate,pl,common,hoort,horen,perception,present,laten,,causative,,"[""hoort"", ""laten"", ""zien"", ""springen""]",generated,,False,,13,,,,,,,laten,Jan,animate,sg,proper,zien,zien,perception,de studenten,animate,pl,common,,springen,,motion,springen
4np_t1_009_D1,4,1,D1,Hij weet dat Piet de kinderen Jan de studenten hoort laten zien springen.,Hij weet dat Piet de kinderen Jan de studenten hoort laten springen zien.,verb_order_partial,False,Hij weet dat,Piet,animate,sg,proper,de kinderen,animate,pl,common,hoort,horen,perception,present,laten,,causative,,"[""zien"", ""springen""]",generated,Partial verb permutation V1V2V4V3: final pair swapped. NP1-V1 and NP2-V2 preserved. NP3-V3 and NP4-V4 disrupted.,False,,13,,,,,,,laten,Jan,animate,sg,proper,zien,zien,perception,de studenten,animate,pl,common,,springen,,motion,springen
4np_t1_009_D2,4,1,D2,Hij weet dat Piet de kinderen Jan de studenten hoort laten zien springen.,Hij weet dat Piet de kinderen Jan de studenten hoort zien laten springen.,verb_order_partial,False,Hij weet dat,Piet,animate,sg,proper,de kinderen,animate,pl,common,hoort,horen,perception,present,laten,,causative,,"[""laten"", ""zien""]",generated,Partial verb permutation V1V3V2V4: middle pair swapped. NP1-V1 and NP4-V4 preserved. NP2-V2 and NP3-V3 disrupted.,False,,13,,,,,,,laten,Jan,animate,sg,proper,zien,zien,perception,de studenten,animate,pl,common,,springen,,motion,springen
4np_t1_009_D3,4,1,D3,Hij weet dat Piet de kinderen Jan de studenten hoort laten zien springen.,Hij weet dat Piet de kinderen Jan de studenten laten hoort zien springen.,verb_order_partial,False,Hij weet dat,Piet,animate,sg,proper,de kinderen,animate,pl,common,hoort,horen,perception,present,laten,,causative,,"[""hoort"", ""laten""]",generated,"Partial verb permutation V2V1V3V4: first pair swapped. NP3-V3 and NP4-V4 preserved. NP1-V1 and NP2-V2 disrupted. Confound: V1 is finite; in D3 it appears where an infinitive is expected, adding a morphosyntactic anomaly alongside the word-order violation. Note this in analysis.",False,,13,,,,,,,laten,Jan,animate,sg,proper,zien,zien,perception,de studenten,animate,pl,common,,springen,,motion,springen
4np_t1_010_A,4,1,A,Ze begrijpen dat de danser Jan de ouders de studenten hoort laten zien springen.,Ze begrijpen dat de danser Jan de ouders de studenten springen zien laten hoort.,verb_order,False,Ze begrijpen dat,de danser,animate,sg,common,Jan,animate,sg,proper,hoort,horen,perception,present,laten,,causative,,"[""hoort"", ""laten"", ""zien"", ""springen""]",generated,,False,,14,,,,,,,laten,de ouders,animate,pl,common,zien,zien,perception,de studenten,animate,pl,common,,springen,,motion,springen
4np_t1_010_D1,4,1,D1,Ze begrijpen dat de danser Jan de ouders de studenten hoort laten zien springen.,Ze begrijpen dat de danser Jan de ouders de studenten hoort laten springen zien.,verb_order_partial,False,Ze begrijpen dat,de danser,animate,sg,common,Jan,animate,sg,proper,hoort,horen,perception,present,laten,,causative,,"[""zien"", ""springen""]",generated,Partial verb permutation V1V2V4V3: final pair swapped. NP1-V1 and NP2-V2 preserved. NP3-V3 and NP4-V4 disrupted.,False,,14,,,,,,,laten,de ouders,animate,pl,common,zien,zien,perception,de studenten,animate,pl,common,,springen,,motion,springen
4np_t1_010_D2,4,1,D2,Ze begrijpen dat de danser Jan de ouders de studenten hoort laten zien springen.,Ze begrijpen dat de danser Jan de ouders de studenten hoort zien laten springen.,verb_order_partial,False,Ze begrijpen dat,de danser,animate,sg,common,Jan,animate,sg,proper,hoort,horen,perception,present,laten,,causative,,"[""laten"", ""zien""]",generated,Partial verb permutation V1V3V2V4: middle pair swapped. NP1-V1 and NP4-V4 preserved. NP2-V2 and NP3-V3 disrupted.,False,,14,,,,,,,laten,de ouders,animate,pl,common,zien,zien,perception,de studenten,animate,pl,common,,springen,,motion,springen
4np_t1_010_D3,4,1,D3,Ze begrijpen dat de danser Jan de ouders de studenten hoort laten zien springen.,Ze begrijpen dat de danser Jan de ouders de studenten laten hoort zien springen.,verb_order_partial,False,Ze begrijpen dat,de danser,animate,sg,common,Jan,animate,sg,proper,hoort,horen,perception,present,laten,,causative,,"[""hoort"", ""laten""]",generated,"Partial verb permutation V2V1V3V4: first pair swapped. NP3-V3 and NP4-V4 preserved. NP1-V1 and NP2-V2 disrupted. Confound: V1 is finite; in D3 it appears where an infinitive is expected, adding a morphosyntactic anomaly alongside the word-order violation. Note this in analysis.",False,,14,,,,,,,laten,de ouders,animate,pl,common,zien,zien,perception,de studenten,animate,pl,common,,springen,,motion,springen
4np_t1_011_A,4,1,A,We zien dat de studenten Marie Piet de kinderen horen laten zien zingen.,We zien dat de studenten Marie Piet de kinderen zingen zien laten horen.,verb_order,False,We zien dat,de studenten,animate,pl,common,Marie,animate,sg,proper,horen,horen,perception,present,laten,,causative,,"[""horen"", ""laten"", ""zien"", ""zingen""]",generated,,False,,13,,,,,,,laten,Piet,animate,sg,proper,zien,zien,perception,de kinderen,animate,pl,common,,zingen,,expression,zingen
4np_t1_011_D1,4,1,D1,We zien dat de studenten Marie Piet de kinderen horen laten zien zingen.,We zien dat de studenten Marie Piet de kinderen horen laten zingen zien.,verb_order_partial,False,We zien dat,de studenten,animate,pl,common,Marie,animate,sg,proper,horen,horen,perception,present,laten,,causative,,"[""zien"", ""zingen""]",generated,Partial verb permutation V1V2V4V3: final pair swapped. NP1-V1 and NP2-V2 preserved. NP3-V3 and NP4-V4 disrupted.,False,,13,,,,,,,laten,Piet,animate,sg,proper,zien,zien,perception,de kinderen,animate,pl,common,,zingen,,expression,zingen
4np_t1_011_D2,4,1,D2,We zien dat de studenten Marie Piet de kinderen horen laten zien zingen.,We zien dat de studenten Marie Piet de kinderen horen zien laten zingen.,verb_order_partial,False,We zien dat,de studenten,animate,pl,common,Marie,animate,sg,proper,horen,horen,perception,present,laten,,causative,,"[""laten"", ""zien""]",generated,Partial verb permutation V1V3V2V4: middle pair swapped. NP1-V1 and NP4-V4 preserved. NP2-V2 and NP3-V3 disrupted.,False,,13,,,,,,,laten,Piet,animate,sg,proper,zien,zien,perception,de kinderen,animate,pl,common,,zingen,,expression,zingen
4np_t1_011_D3,4,1,D3,We zien dat de studenten Marie Piet de kinderen horen laten zien zingen.,We zien dat de studenten Marie Piet de kinderen laten horen zien zingen.,verb_order_partial,False,We zien dat,de studenten,animate,pl,common,Marie,animate,sg,proper,horen,horen,perception,present,laten,,causative,,"[""horen"", ""laten""]",generated,"Partial verb permutation V2V1V3V4: first pair swapped. NP3-V3 and NP4-V4 preserved. NP1-V1 and NP2-V2 disrupted. Confound: V1 is finite; in D3 it appears where an infinitive is expected, adding a morphosyntactic anomaly alongside the word-order violation. Note this in analysis.",False,,13,,,,,,,laten,Piet,animate,sg,proper,zien,zien,perception,de kinderen,animate,pl,common,,zingen,,expression,zingen
4np_t1_012_A,4,1,A,Hij verwacht dat de directeur Marie de ouders de kinderen ziet laten horen springen.,Hij verwacht dat de directeur Marie de ouders de kinderen springen horen laten ziet.,verb_order,False,Hij verwacht dat,de directeur,animate,sg,common,Marie,animate,sg,proper,ziet,zien,perception,present,laten,,causative,,"[""ziet"", ""laten"", ""horen"", ""springen""]",generated,,False,,14,,,,,,,laten,de ouders,animate,pl,common,horen,horen,perception,de kinderen,animate,pl,common,,springen,,motion,springen
4np_t1_012_D1,4,1,D1,Hij verwacht dat de directeur Marie de ouders de kinderen ziet laten horen springen.,Hij verwacht dat de directeur Marie de ouders de kinderen ziet laten springen horen.,verb_order_partial,False,Hij verwacht dat,de directeur,animate,sg,common,Marie,animate,sg,proper,ziet,zien,perception,present,laten,,causative,,"[""horen"", ""springen""]",generated,Partial verb permutation V1V2V4V3: final pair swapped. NP1-V1 and NP2-V2 preserved. NP3-V3 and NP4-V4 disrupted.,False,,14,,,,,,,laten,de ouders,animate,pl,common,horen,horen,perception,de kinderen,animate,pl,common,,springen,,motion,springen
4np_t1_012_D2,4,1,D2,Hij verwacht dat de directeur Marie de ouders de kinderen ziet laten horen springen.,Hij verwacht dat de directeur Marie de ouders de kinderen ziet horen laten springen.,verb_order_partial,False,Hij verwacht dat,de directeur,animate,sg,common,Marie,animate,sg,proper,ziet,zien,perception,present,laten,,causative,,"[""laten"", ""horen""]",generated,Partial verb permutation V1V3V2V4: middle pair swapped. NP1-V1 and NP4-V4 preserved. NP2-V2 and NP3-V3 disrupted.,False,,14,,,,,,,laten,de ouders,animate,pl,common,horen,horen,perception,de kinderen,animate,pl,common,,springen,,motion,springen
4np_t1_012_D3,4,1,D3,Hij verwacht dat de directeur Marie de ouders de kinderen ziet laten horen springen.,Hij verwacht dat de directeur Marie de ouders de kinderen laten ziet horen springen.,verb_order_partial,False,Hij verwacht dat,de directeur,animate,sg,common,Marie,animate,sg,proper,ziet,zien,perception,present,laten,,causative,,"[""ziet"", ""laten""]",generated,"Partial verb permutation V2V1V3V4: first pair swapped. NP3-V3 and NP4-V4 preserved. NP1-V1 and NP2-V2 disrupted. Confound: V1 is finite; in D3 it appears where an infinitive is expected, adding a morphosyntactic anomaly alongside the word-order violation. Note this in analysis.",False,,14,,,,,,,laten,de ouders,animate,pl,common,horen,horen,perception,de kinderen,animate,pl,common,,springen,,motion,springen
4np_t1_013_A,4,1,A,Ze zegt dat de moeder Marie Jan de man hoort laten zien lopen.,Ze zegt dat de moeder Marie Jan de man lopen zien laten hoort.,verb_order,False,Ze zegt dat,de moeder,animate,sg,common,Marie,animate,sg,proper,hoort,horen,perception,present,laten,,causative,,"[""hoort"", ""laten"", ""zien"", ""lopen""]",generated,,False,,13,,,,,,,laten,Jan,animate,sg,proper,zien,zien,perception,de man,animate,sg,common,,lopen,,motion,lopen
4np_t1_013_D1,4,1,D1,Ze zegt dat de moeder Marie Jan de man hoort laten zien lopen.,Ze zegt dat de moeder Marie Jan de man hoort laten lopen zien.,verb_order_partial,False,Ze zegt dat,de moeder,animate,sg,common,Marie,animate,sg,proper,hoort,horen,perception,present,laten,,causative,,"[""zien"", ""lopen""]",generated,Partial verb permutation V1V2V4V3: final pair swapped. NP1-V1 and NP2-V2 preserved. NP3-V3 and NP4-V4 disrupted.,False,,13,,,,,,,laten,Jan,animate,sg,proper,zien,zien,perception,de man,animate,sg,common,,lopen,,motion,lopen
